[['48.6521269, -117.9329583'], ['mountain', 3.1735675e-05], ['nature and woods', 2.9545303e-05], ['nature and woods', 2.1660055e-05]]
[['46.83134829999999, -117.8482046'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.8345797, -117.8418835'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.8389371, -117.8345526'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.85490619999999, -117.841557'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.85493049999999, -117.8408742'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.8713221, -117.8548449'], ['non-scenic', 0.00010797411], ['non-scenic', 3.611845e-05], ['non-scenic', 7.9276833e-06]]
[['46.8847071, -117.8412808'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.8876578, -117.8411083'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.8974449, -117.8438413'], ['fields', 8.6229411e-05], ['non-scenic', 3.5729019e-05], ['non-scenic', 2.5225192e-05]]
[['46.906044, -117.8411015'], ['fields', 0.00015319584], ['non-scenic', 2.0400217e-05], ['non-scenic', 7.7680197e-06]]
[['46.9154481, -117.8413609'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.9269447, -117.8491156'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.9329867, -117.8486293'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.9437873, -117.8456879'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.9495874, -117.8439099'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.957771, -117.8312663'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.96698079999999, -117.8572295'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.9810873, -117.8513368'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.9817489, -117.8513921'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.0004499, -117.8499363'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.0063258, -117.8437428'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.0143377, -117.8437564'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.0229705, -117.8431106'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.0302726, -117.8438977'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.0416769, -117.8486025'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.05094889999999, -117.8457956'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.0593021, -117.8430802'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.06807570000001, -117.8421446'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.0752027, -117.8424009'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.0829499, -117.8515071'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.0959319, -117.8420558'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.0981716, -117.8363437'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.1167272, -117.8460603'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.1207443, -117.8376213'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.1313993, -117.8295669'], ['non-scenic', 5.3091142e-05], ['non-scenic', 1.4206576e-05], ['fields', 1.0956552e-05]]
[['47.1432183, -117.8337778'], ['non-scenic', 9.6557715e-06], ['non-scenic', 8.0072923e-06], ['non-scenic', 5.7475308e-06]]
[['47.1499178, -117.8391774'], ['non-scenic', 3.3080676e-05], ['non-scenic', 1.0778138e-05], ['non-scenic', 4.9171217e-06]]
[['47.1583253, -117.8435493'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.1597129, -117.8432145'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.1773874, -117.8330289'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.1836373, -117.841451'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.1927139, -117.8330855'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.2048196, -117.8354871'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.21204290000001, -117.8415421'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.2200429, -117.839835'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.2300715, -117.8414106'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.2401324, -117.8413419'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.2422469, -117.8361275'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.2579605, -117.8446955'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.2666367, -117.8414587'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.2752304, -117.8452017'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.2827779, -117.8412432'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.29239, -117.8390034'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.3040434, -117.8381095'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.3129116, -117.8231915'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.33508310000001, -117.8629587'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.3479361, -117.853588'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.3509272, -117.8507725'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.3570424, -117.8471114'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.3649026, -117.8449361'], ['non-scenic', 0.00020255598], ['non-scenic', 0.00012022688], ['non-scenic', 2.3409531e-05]]
[['47.3731876, -117.8402983'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.383904, -117.8413252'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.391195, -117.8413811'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.401055, -117.8445025'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.4107462, -117.8431794'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.42340069999999, -117.8434518'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.4240748, -117.8398969'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.4417325, -117.8498526'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.4474244, -117.8422898'], ['non-scenic', 0.00010271444], ['non-scenic', 9.5376985e-05], ['non-scenic', 4.8424135e-06]]
[['47.4479526, -117.8398319'], ['nature and woods', 0.00023140172], ['nature and woods', 9.5568488e-05], ['nature and woods', 2.1359298e-05]]
[['47.4720294, -117.8481481'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.4747941, -117.8456297'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.4794206, -117.8385952'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.4937952, -117.8413202'], ['non-scenic', 1.4736983e-05], ['fields', 5.7371672e-06], ['non-scenic', 4.2228239e-06]]
[['47.4937955, -117.8413922'], ['non-scenic', 1.1234307e-05], ['non-scenic', 9.7183047e-06], ['fields', 2.340294e-06]]
[['47.5084172, -117.8413688'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.5227927, -117.8468191'], ['nature and woods', 5.4719094e-05], ['non-scenic', 3.332457e-05], ['non-scenic', 1.7304261e-05]]
[['47.527069, -117.8436748'], ['non-scenic', 5.1083771e-05], ['non-scenic', 2.7990724e-05], ['non-scenic', 1.1238226e-05]]
[['47.5360713, -117.8436527'], ['non-scenic', 2.0282816e-05], ['non-scenic', 1.6369451e-05], ['non-scenic', 9.6472722e-06]]
[['47.5433038, -117.8441411'], ['nature and woods', 0.00020143691], ['non-scenic', 4.3951266e-05], ['non-scenic', 2.6941649e-05]]
[['47.5540939, -117.8438235'], ['non-scenic', 9.5484847e-06], ['fields', 3.6084948e-06], ['non-scenic', 3.5544531e-06]]
[['47.5631062, -117.843624'], ['non-scenic', 1.2491098e-05], ['fields', 5.4249917e-06], ['fields', 3.8278758e-06]]
[['47.5720922, -117.8434739'], ['fields', 1.1575598e-05], ['non-scenic', 5.172612e-06], ['fields', 2.5097388e-06]]
[['47.5798362, -117.841322'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.5900829, -117.8435211'], ['non-scenic', 0.0010006118], ['non-scenic', 6.8186382e-05], ['fields', 6.3300482e-05]]
[['47.5990952, -117.843551'], ['non-scenic', 7.5262986e-05], ['non-scenic', 1.3862528e-05], ['non-scenic', 1.2265657e-05]]
[['47.6080678, -117.8436362'], ['non-scenic', 1.0458471e-05], ['non-scenic', 7.8081803e-06], ['non-scenic', 4.3092205e-06]]
[['47.6170262, -117.8409881'], ['non-scenic', 1.7162016e-05], ['non-scenic', 1.3894098e-05], ['non-scenic', 1.072021e-05]]
[['47.62608059999999, -117.8409831'], ['non-scenic', 2.2680046e-05], ['non-scenic', 1.6879485e-05], ['non-scenic', 3.6382842e-06]]
[['47.6350802, -117.8410838'], ['non-scenic', 1.1676454e-05], ['non-scenic', 3.2681758e-06], ['non-scenic', 2.5732752e-06]]
[['47.6440772, -117.8411601'], ['fields', 1.3610035e-05], ['non-scenic', 4.3819509e-06], ['non-scenic', 3.9738743e-06]]
[['47.6530791, -117.8412602'], ['non-scenic', 3.0657538e-05], ['non-scenic', 1.3453489e-05], ['non-scenic', 1.1717209e-05]]
[['47.6620786, -117.8413799'], ['non-scenic', 1.782648e-05], ['non-scenic', 1.5368063e-05], ['non-scenic', 3.3495846e-06]]
[['47.6710782, -117.8414736'], ['fields', 3.3809833e-05], ['fields', 1.1813826e-05], ['fields', 7.5930839e-06]]
[['47.6800764, -117.8416367'], ['non-scenic', 3.7496604e-05], ['fields', 1.6498421e-05], ['fields', 1.2774499e-05]]
[['47.6890774, -117.8417279'], ['fields', 1.9549962e-05], ['fields', 7.9482143e-06], ['fields', 4.8445395e-07]]
[['47.6980771, -117.8418088'], ['fields', 1.2517749e-05], ['fields', 1.1929907e-05], ['fields', 8.7953395e-06]]
[['47.7070689, -117.8419384'], ['fields', 9.392028e-06], ['fields', 4.9712494e-06], ['fields', 1.0505997e-06]]
[['47.7163786, -117.8413359'], ['non-scenic', 0.00011837651], ['non-scenic', 0.00010335449], ['nature and woods', 2.0435653e-05]]
[['47.73091789999999, -117.8412051'], ['nature and woods', 2.3318731e-05], ['fields', 8.2662727e-06], ['fields', 1.3323994e-06]]
[['47.7309201, -117.8414159'], ['fields', 1.9309949e-05], ['fields', 6.4670962e-06], ['fields', 3.7907373e-06]]
[['47.7453686, -117.8421225'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.7520848, -117.8420274'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.761073, -117.8420396'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.77008000000001, -117.8421448'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.7790796, -117.8421336'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.7881021, -117.8418967'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.7970707, -117.841541'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.8010485, -117.8437859'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.8156484, -117.8350594'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.8240767, -117.8413502'], ['nature and woods', 6.9314506e-06], ['nature and woods', 5.9469307e-06], ['nature and woods', 2.7420929e-06]]
[['47.836198, -117.8419716'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.8420891, -117.8398574'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.8532622, -117.8483968'], ['nature and woods', 3.4619159e-06], ['nature and woods', 2.2608795e-06], ['nature and woods', 1.7029249e-06]]
[['47.86080219999999, -117.844633'], ['nature and woods', 2.5735583e-06], ['nature and woods', 1.0783422e-06], ['nature and woods', 9.1667232e-07]]
[['47.8689322, -117.8406714'], ['non-scenic', 6.8799404e-06], ['fields', 5.6034692e-06], ['nature and woods', 1.9617105e-06]]
[['47.8783841, -117.8418107'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.8870687, -117.8387606'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.8971388, -117.8413456'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.9045391, -117.8413368'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.9141466, -117.8411792'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.92299819999999, -117.841165'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.9302138, -117.8398968'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.9414273, -117.8409351'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.9504421, -117.8413739'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.9628109, -117.847426'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.96302590000001, -117.8475284'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.9765089, -117.8413588'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.9885215, -117.8456585'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.9943764, -117.839428'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.0060698, -117.8381951'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.0130941, -117.8382419'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.0220675, -117.8383581'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.030008, -117.8463922'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.0395106, -117.8425517'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.0485846, -117.841304'], ['non-scenic', 1.6407557e-05], ['non-scenic', 8.8947536e-06], ['nature and woods', 3.1513573e-06]]
[['48.0632803, -117.8385392'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.06680129999999, -117.8413281'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.0724947, -117.8398657'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.0846154, -117.8413565'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.0892614, -117.8399911'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.1042576, -117.8403587'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.1132257, -117.8500126'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.1244016, -117.8454391'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.1300998, -117.8390556'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.1388872, -117.8411809'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.1433641, -117.8430072'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.1542612, -117.8313322'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.1692115, -117.8455738'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.17486659999999, -117.8447923'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.1815009, -117.8424478'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.19483160000001, -117.8401728'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.1987518, -117.8392173'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.2120764, -117.8445181'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.219519, -117.8418715'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.2293954, -117.8427517'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.2361643, -117.8387945'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.23718909999999, -117.8364805'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.2762272, -117.8446082'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.2835589, -117.8407503'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.28937939999999, -117.8416022'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.29661249999999, -117.8426009'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.3108297, -117.8363588'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.31610509999999, -117.8413205'], ['fields', 7.4415497e-05], ['non-scenic', 1.7641194e-05], ['non-scenic', 7.6670676e-06]]
[['48.328686, -117.8399443'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.3368672, -117.8456462'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.3488599, -117.8419125'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.3550669, -117.8403312'], ['non-scenic', 4.3854394e-05], ['nature and woods', 4.5752868e-06], ['non-scenic', 3.8250864e-06]]
[['48.3651527, -117.8393013'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.3733515, -117.8391897'], ['nature and woods', 2.160373e-06], ['nature and woods', 8.2849232e-07], ['nature and woods', 8.2179565e-07]]
[['48.3820345, -117.8416925'], ['non-scenic', 9.0624735e-06], ['non-scenic', 8.1699445e-06], ['non-scenic', 2.0556324e-06]]
[['48.39092979999999, -117.8423113'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.4004133, -117.8414402'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.4087508, -117.8450407'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.4153986, -117.8417218'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.4277716, -117.8406747'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.4349394, -117.8413434'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.4466322, -117.8375943'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.4526833, -117.8412225'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.46652049999999, -117.8506764'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.4717028, -117.8411693'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.4811208, -117.8414014'], ['nature and woods', 2.2569742e-05], ['nature and woods', 8.7133349e-06], ['nature and woods', 8.5562633e-06]]
[['48.4884678, -117.8492393'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.4989469, -117.841445'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.5031742, -117.841702'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.52271649999999, -117.8400581'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.5257722, -117.8413402'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.53933319999999, -117.8426204'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.5458215, -117.843104'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.553079, -117.8413441'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.5617464, -117.8465509'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.5711477, -117.8423564'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.57940319999999, -117.8413376'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.587243, -117.8364395'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.5997241, -117.8375884'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.6027263, -117.8374779'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.6170155, -117.8354721'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.633069, -117.8267626'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.6524808, -117.8498457'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.65543599999999, -117.8429695'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.6611166, -117.8406072'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.66769499999999, -117.8399535'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.68214200000001, -117.840128'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.68798229999999, -117.8404484'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.6970244, -117.8397234'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.7060191, -117.8418692'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.7088013, -117.8390004'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.7089278, -117.8382215'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
